event_id,timestamp,user_id,instrument,direction,lot_size,trade_volume_usd,margin_used_pct,pnl,trade_duration_sec,ip_address,is_anomaly,anomaly_type
TE_016396,2025-01-15 14:13:55,user_0464,AUD/USD,sell,0.44,44000.0,57.8,-27.11,144.0,103.4.101.117,1,structuring
TE_001294,2025-01-15 14:16:41,user_0220,EUR/GBP,buy,0.58,58000.0,25.4,-21.07,489.1,103.21.140.161,0,
TE_006859,2025-01-15 14:19:21,user_0477,USD/CHF,buy,0.15,15000.0,25.8,19.4,281.0,64.18.73.72,1,consistent_profit|single_instrument
TE_025869,2025-01-15 14:23:52,user_0313,USD/JPY,buy,0.48,48000.0,55.9,3.32,270.5,81.2.62.105,0,
TE_013262,2025-01-15 14:24:05,user_0386,EUR/USD,buy,0.23,23000.0,36.3,-2.36,94.2,85.214.23.145,0,
TE_025904,2025-01-15 14:34:55,user_0288,USD/JPY,sell,0.15,15000.0,26.3,-1.01,2108.5,210.171.94.129,0,
TE_002739,2025-01-15 14:36:23,user_0158,NZD/USD,sell,0.02,2000.0,53.3,-1.9,22.1,103.21.188.84,0,
TE_003715,2025-01-15 14:37:09,user_0391,EUR/GBP,buy,0.41,41000.0,28.0,-2.99,810.6,81.2.64.234,0,
TE_005820,2025-01-15 14:40:19,user_0011,USD/CHF,buy,0.28,28000.0,9.1,-22.25,119.1,64.18.178.91,0,
TE_000008,2025-01-15 14:42:02,user_0261,NZD/USD,buy,0.07,7000.0,33.6,-3.86,59.7,210.171.106.95,0,
TE_017437,2025-01-15 14:49:56,user_0272,USD/CHF,sell,0.74,74000.0,30.6,11.19,45.3,64.18.204.252,0,
TE_008625,2025-01-15 14:52:02,user_0394,USD/JPY,buy,0.42,42000.0,20.5,4.37,545.8,210.171.38.81,0,
TE_004329,2025-01-15 14:56:13,user_0286,USD/CAD,buy,0.73,73000.0,14.9,18.42,3615.1,103.4.237.215,0,
TE_014079,2025-01-15 14:56:26,user_0111,EUR/USD,sell,0.54,54000.0,9.4,52.68,294.0,103.4.34.125,0,
TE_004330,2025-01-15 14:58:57,user_0286,EUR/USD,buy,0.71,71000.0,62.9,44.13,439.1,103.4.237.215,0,
TE_016495,2025-01-15 15:04:50,user_0340,AUD/USD,sell,0.22,22000.0,47.5,16.93,258.1,81.2.27.93,0,
TE_004461,2025-01-15 15:09:04,user_0268,AUD/USD,sell,0.38,38000.0,42.9,-23.99,181.8,81.2.172.54,0,
TE_005360,2025-01-15 15:09:11,user_0343,USD/JPY,sell,0.81,81000.0,61.4,-44.64,5103.0,103.4.224.88,0,
TE_017287,2025-01-15 15:13:36,user_0331,EUR/USD,sell,0.39,39000.0,63.7,17.8,197.3,72.34.140.226,0,
TE_004045,2025-01-15 15:14:29,user_0066,USD/JPY,sell,0.28,28000.0,61.0,7.43,11.8,94.56.77.235,0,
TE_016394,2025-01-15 15:21:36,user_0464,USD/JPY,sell,0.52,52000.0,12.7,14.52,150.8,103.4.101.117,1,structuring
TE_015048,2025-01-15 15:33:32,user_0415,USD/CAD,buy,0.45,45000.0,24.5,20.2,295.8,94.56.214.65,0,
TE_019127,2025-01-15 15:45:14,user_0141,USD/JPY,sell,0.21,21000.0,7.7,5.76,122.1,103.21.126.47,0,
TE_014541,2025-01-15 15:46:44,user_0235,USD/CAD,sell,0.19,19000.0,38.9,-8.03,298.6,64.18.118.130,0,
TE_021418,2025-01-15 15:52:11,user_0061,NZD/USD,sell,0.04,4000.0,64.2,-0.57,812.2,64.18.25.166,0,
TE_026458,2025-01-15 16:00:43,user_0247,EUR/USD,sell,0.23,23000.0,5.4,-1.06,59.8,103.21.157.81,0,
TE_025755,2025-01-15 16:04:03,user_0423,EUR/USD,sell,0.23,23000.0,32.3,20.19,32.4,103.4.197.226,0,
TE_011183,2025-01-15 16:06:10,user_0440,EUR/GBP,buy,0.35,35000.0,10.7,3.25,229.0,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_020443,2025-01-15 16:18:50,user_0281,USD/CAD,buy,0.23,23000.0,64.2,-16.35,41.3,72.34.69.62,0,
TE_015374,2025-01-15 16:19:52,user_0116,AUD/USD,sell,0.29,29000.0,54.2,1.5,295.3,210.171.191.107,0,
TE_000408,2025-01-15 16:20:46,user_0451,EUR/USD,buy,0.21,21000.0,5.2,5.97,6.3,64.18.63.76,1,device_mismatch|unusual_time_login
TE_021637,2025-01-15 16:30:14,user_0201,USD/JPY,sell,0.16,16000.0,50.0,-9.86,485.3,72.34.131.234,0,
TE_015532,2025-01-15 16:30:42,user_0218,EUR/USD,buy,0.59,59000.0,59.8,48.88,23.7,85.214.116.52,0,
TE_006268,2025-01-15 16:35:02,user_0277,GBP/USD,sell,0.4,40000.0,22.5,-27.96,82.5,81.2.62.231,0,
TE_000857,2025-01-15 16:37:14,user_0131,USD/CAD,sell,0.24,24000.0,61.0,-0.48,32.7,81.2.49.210,0,
TE_011608,2025-01-15 16:39:03,user_0041,EUR/USD,sell,0.28,28000.0,35.0,-5.5,226.5,103.4.104.104,0,
TE_013092,2025-01-15 16:41:15,user_0039,EUR/GBP,buy,0.37,37000.0,21.8,-29.81,15.1,103.4.111.169,0,
TE_004046,2025-01-15 16:42:41,user_0066,USD/JPY,sell,0.25,25000.0,51.0,9.25,159.8,94.56.77.235,0,
TE_009906,2025-01-15 16:43:00,user_0121,AUD/USD,buy,0.87,87000.0,51.7,-1.69,469.1,81.2.64.203,0,
TE_020444,2025-01-15 16:46:10,user_0281,EUR/GBP,sell,0.4,40000.0,21.3,8.17,71.4,72.34.151.40,0,
TE_006267,2025-01-15 16:46:50,user_0277,EUR/USD,sell,0.41,41000.0,28.5,-25.7,111.4,81.2.62.231,0,
TE_019075,2025-01-15 16:47:39,user_0068,GBP/USD,sell,0.23,23000.0,19.7,-9.41,426.1,103.21.75.6,0,
TE_016259,2025-01-15 17:00:44,user_0359,AUD/USD,buy,0.15,15000.0,20.6,2.43,3773.6,64.18.82.26,0,
TE_026682,2025-01-15 17:02:08,user_0339,USD/JPY,sell,0.11,11000.0,60.1,5.03,500.0,85.214.56.127,0,
TE_002236,2025-01-15 17:06:12,user_0485,USD/CAD,buy,0.34,34000.0,45.7,18.83,453.4,94.56.123.160,1,structuring
TE_023379,2025-01-15 17:07:27,user_0429,NZD/USD,buy,0.86,86000.0,34.8,-26.36,211.6,103.21.39.79,1,bot_behavior|device_switching|ip_hub
TE_004459,2025-01-15 17:09:08,user_0268,GBP/USD,buy,0.38,38000.0,23.0,23.5,46.1,81.2.172.54,0,
TE_003036,2025-01-15 17:11:03,user_0364,USD/JPY,sell,0.04,4000.0,26.4,-1.03,34.3,72.34.146.17,0,
TE_011246,2025-01-15 17:19:43,user_0159,USD/JPY,sell,0.03,3000.0,62.1,-0.05,307.3,85.214.47.175,0,
TE_000409,2025-01-15 17:22:21,user_0451,NZD/USD,buy,0.23,23000.0,57.8,-8.51,95.9,64.18.63.76,1,device_mismatch|unusual_time_login
TE_000007,2025-01-15 17:25:42,user_0261,NZD/USD,buy,0.03,3000.0,29.5,0.04,42.6,210.171.106.95,0,
TE_020302,2025-01-15 17:30:13,user_0410,EUR/USD,buy,0.3,30000.0,37.2,-0.26,163.1,64.18.47.70,0,
TE_013465,2025-01-15 17:30:54,user_0136,USD/CHF,sell,0.79,79000.0,14.5,12.47,134.6,210.171.50.45,0,
TE_019130,2025-01-15 17:36:49,user_0141,USD/JPY,sell,0.1,10000.0,28.9,5.36,163.8,103.21.126.47,0,
TE_002235,2025-01-15 17:38:38,user_0485,USD/CAD,sell,0.83,83000.0,58.2,-20.7,708.6,94.56.123.160,1,structuring
TE_016653,2025-01-15 17:39:59,user_0398,USD/CAD,buy,0.44,44000.0,64.9,-26.64,99.5,94.56.187.89,0,
TE_004145,2025-01-15 17:42:51,user_0400,USD/JPY,buy,0.3,30000.0,27.7,5.85,219.8,210.171.215.180,0,
TE_014952,2025-01-15 17:42:56,user_0397,NZD/USD,sell,0.18,18000.0,56.8,-5.23,457.0,210.171.210.20,0,
TE_016651,2025-01-15 17:52:01,user_0398,NZD/USD,buy,0.19,19000.0,24.9,-10.57,241.2,94.56.187.89,0,
TE_002702,2025-01-15 17:56:38,user_0416,USD/JPY,sell,0.05,5000.0,10.1,0.37,477.7,103.21.48.141,0,
TE_017085,2025-01-15 17:56:50,user_0369,AUD/USD,buy,0.56,56000.0,58.9,-21.13,30.7,85.214.249.77,0,
TE_017633,2025-01-15 18:08:09,user_0005,USD/CAD,buy,0.68,68000.0,38.5,-7.45,524.2,103.21.214.115,0,
TE_003038,2025-01-15 18:09:21,user_0364,USD/CHF,sell,0.05,5000.0,37.4,5.49,15.8,72.34.146.17,0,
TE_015895,2025-01-15 18:11:51,user_0312,EUR/USD,buy,0.57,57000.0,17.8,-28.0,673.3,103.4.219.119,0,
TE_020304,2025-01-15 18:15:28,user_0410,EUR/GBP,buy,0.18,18000.0,6.4,-14.49,28.3,64.18.47.70,0,
TE_004144,2025-01-15 18:23:27,user_0400,USD/CHF,sell,0.17,17000.0,62.4,-3.4,99.7,210.171.215.180,0,
TE_013261,2025-01-15 18:26:33,user_0386,NZD/USD,buy,0.17,17000.0,36.5,1.32,1301.5,85.214.23.145,0,
TE_001620,2025-01-15 18:36:45,user_0328,GBP/USD,buy,0.31,31000.0,33.5,0.8,187.2,85.214.134.89,0,
TE_000410,2025-01-15 18:46:45,user_0451,EUR/GBP,buy,0.2,20000.0,46.0,1.83,543.8,64.18.63.76,1,device_mismatch|unusual_time_login
TE_018128,2025-01-15 18:52:20,user_0088,EUR/GBP,buy,0.23,23000.0,57.2,-9.02,353.9,64.18.136.12,0,
TE_000006,2025-01-15 18:54:29,user_0261,NZD/USD,buy,0.07,7000.0,46.8,2.16,215.3,210.171.106.95,0,
TE_016496,2025-01-15 18:55:45,user_0340,AUD/USD,buy,0.44,44000.0,41.1,36.72,101.1,81.2.27.93,0,
TE_011181,2025-01-15 18:56:02,user_0440,EUR/GBP,buy,0.34,34000.0,13.3,-19.23,361.1,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_024447,2025-01-15 18:57:24,user_0189,USD/CAD,buy,0.41,41000.0,17.2,-15.51,416.2,72.34.141.112,0,
TE_011606,2025-01-15 19:04:21,user_0041,EUR/GBP,buy,0.13,13000.0,41.6,-0.69,118.5,103.4.104.104,0,
TE_017087,2025-01-15 19:11:01,user_0369,USD/CAD,buy,0.45,45000.0,16.2,60.56,44.3,85.214.249.77,0,
TE_026455,2025-01-15 19:16:34,user_0247,USD/CAD,buy,0.23,23000.0,40.0,-15.12,21.6,103.21.157.81,0,
TE_015373,2025-01-15 19:29:50,user_0116,EUR/GBP,buy,0.26,26000.0,51.6,12.79,441.5,210.171.191.107,0,
TE_016497,2025-01-15 19:29:51,user_0340,AUD/USD,sell,0.24,24000.0,46.2,-9.6,534.7,81.2.27.93,0,
TE_006082,2025-01-15 19:31:57,user_0142,USD/CHF,sell,0.22,22000.0,32.4,-7.91,1381.6,103.4.58.64,0,
TE_006209,2025-01-15 19:34:34,user_0490,NZD/USD,buy,0.04,4000.0,54.5,3.44,215.3,72.34.115.254,1,rapid_kyc_withdrawal
TE_016540,2025-01-15 19:38:25,user_0230,AUD/USD,buy,0.13,13000.0,47.6,1.41,2208.4,103.21.65.162,0,
TE_024568,2025-01-15 19:39:31,user_0028,USD/CHF,buy,0.52,52000.0,63.0,-7.4,1766.7,85.214.71.199,0,
TE_020301,2025-01-15 19:41:19,user_0410,EUR/USD,buy,0.27,27000.0,41.9,10.6,4.6,64.18.47.70,0,
TE_023125,2025-01-15 19:46:13,user_0232,USD/JPY,buy,0.62,62000.0,29.2,18.0,285.8,64.18.138.77,0,
TE_016258,2025-01-15 19:47:34,user_0359,USD/JPY,sell,0.11,11000.0,44.1,-3.25,237.9,64.18.82.26,0,
TE_007643,2025-01-15 19:49:46,user_0012,EUR/GBP,buy,0.22,22000.0,13.7,-11.13,558.6,72.34.114.227,0,
TE_020445,2025-01-15 19:50:28,user_0281,AUD/USD,buy,0.28,28000.0,42.2,19.96,217.9,72.34.69.62,0,
TE_015966,2025-01-15 19:54:03,user_0495,USD/CAD,buy,0.43,43000.0,31.2,27.86,50.0,103.4.97.178,1,device_switching|multi_ip_login
TE_008624,2025-01-15 19:54:44,user_0394,USD/JPY,buy,0.37,37000.0,16.6,22.58,713.8,210.171.38.81,0,
TE_009351,2025-01-15 19:57:10,user_0063,GBP/USD,sell,0.06,6000.0,63.1,-0.7,346.6,94.56.46.126,0,
TE_017142,2025-01-15 20:05:18,user_0413,GBP/USD,buy,0.2,20000.0,22.7,-5.64,81.2,103.4.49.5,0,
TE_016652,2025-01-15 20:11:30,user_0398,NZD/USD,sell,0.39,39000.0,30.1,-4.48,50.2,94.56.187.89,0,
TE_013093,2025-01-15 20:14:26,user_0039,EUR/GBP,sell,0.25,25000.0,22.6,-4.37,102.9,103.4.111.169,0,
TE_016539,2025-01-15 20:16:09,user_0230,AUD/USD,buy,0.07,7000.0,47.3,6.81,370.3,103.21.65.162,0,
TE_020849,2025-01-15 20:17:31,user_0482,AUD/USD,sell,0.11,11000.0,12.9,-3.37,6.4,81.2.218.139,1,structuring
TE_002977,2025-01-15 20:18:41,user_0162,USD/CHF,buy,0.39,39000.0,42.9,45.36,81.4,94.56.117.137,0,
TE_000179,2025-01-15 20:21:20,user_0117,USD/JPY,buy,0.95,95000.0,33.3,37.4,136.2,72.34.43.152,0,
TE_008464,2025-01-15 20:29:16,user_0291,USD/JPY,buy,0.07,7000.0,44.0,-3.53,246.2,103.21.216.135,0,
TE_000182,2025-01-15 20:36:01,user_0117,USD/CAD,buy,0.73,73000.0,64.8,21.66,54.4,72.34.43.152,0,
TE_024566,2025-01-15 20:36:10,user_0028,NZD/USD,sell,0.25,25000.0,23.3,-3.76,976.1,85.214.71.199,0,
TE_000603,2025-01-15 20:36:54,user_0216,USD/CAD,buy,0.3,30000.0,16.1,-7.74,12.1,103.4.31.197,0,
TE_011888,2025-01-15 20:39:40,user_0401,EUR/USD,buy,0.39,39000.0,6.3,4.33,416.6,81.2.210.81,0,
TE_015967,2025-01-15 20:39:56,user_0495,USD/CHF,sell,0.4,40000.0,38.7,1.52,237.3,64.18.219.61,1,device_switching|multi_ip_login
TE_014543,2025-01-15 20:46:31,user_0235,USD/CAD,buy,0.3,30000.0,54.3,-12.25,26.1,64.18.118.130,0,
TE_010577,2025-01-15 20:52:29,user_0215,GBP/USD,buy,0.08,8000.0,17.6,-4.59,735.6,64.18.170.204,0,
TE_017632,2025-01-15 20:52:36,user_0005,AUD/USD,sell,0.39,39000.0,8.6,16.84,101.7,103.21.214.115,0,
TE_026355,2025-01-15 20:53:41,user_0190,GBP/USD,buy,0.2,20000.0,6.4,-3.52,69.9,210.171.33.186,0,
TE_009409,2025-01-15 20:54:23,user_0304,USD/CHF,sell,0.51,51000.0,38.0,5.54,726.2,85.214.19.29,0,
TE_026457,2025-01-15 21:04:06,user_0247,EUR/USD,sell,0.58,58000.0,50.4,15.99,21.0,103.21.157.81,0,
TE_005822,2025-01-15 21:10:14,user_0011,AUD/USD,buy,0.41,41000.0,34.8,-22.6,371.9,64.18.178.91,0,
TE_008241,2025-01-15 21:14:10,user_0300,AUD/USD,sell,0.89,89000.0,50.3,40.8,101.9,210.171.204.158,0,
TE_021639,2025-01-15 21:14:35,user_0201,NZD/USD,buy,0.23,23000.0,43.0,-1.31,576.4,72.34.131.234,0,
TE_001619,2025-01-15 21:15:32,user_0328,EUR/USD,sell,0.16,16000.0,13.6,0.27,54.7,85.214.134.89,0,
TE_001395,2025-01-15 21:16:57,user_0492,USD/CHF,sell,0.45,45000.0,8.6,-0.04,202.7,210.171.239.36,1,brute_force_login|rapid_kyc_withdrawal
TE_011889,2025-01-15 21:22:18,user_0401,USD/CHF,buy,0.21,21000.0,35.1,8.93,94.6,81.2.210.81,0,
TE_015049,2025-01-15 21:22:19,user_0415,EUR/GBP,buy,0.46,46000.0,54.8,-2.48,533.8,94.56.214.65,0,
TE_001293,2025-01-15 21:28:32,user_0220,AUD/USD,sell,0.71,71000.0,59.9,-26.99,71.0,103.21.140.161,0,
TE_002700,2025-01-15 21:30:11,user_0416,USD/CAD,buy,0.13,13000.0,29.3,-5.98,418.7,103.21.48.141,0,
TE_011607,2025-01-15 21:33:12,user_0041,EUR/GBP,sell,0.11,11000.0,52.8,-2.75,406.3,103.4.104.104,0,
TE_002701,2025-01-15 21:35:43,user_0416,USD/CAD,buy,0.11,11000.0,60.8,8.87,576.4,103.21.48.141,0,
TE_015701,2025-01-15 21:42:36,user_0054,USD/JPY,sell,0.25,25000.0,36.0,-1.05,115.6,94.56.128.211,0,
TE_009908,2025-01-15 21:42:51,user_0121,AUD/USD,sell,0.77,77000.0,52.4,29.52,28.7,81.2.64.203,0,
TE_015896,2025-01-15 21:43:30,user_0312,EUR/USD,sell,0.44,44000.0,62.2,21.53,306.2,103.4.219.119,0,
TE_014080,2025-01-15 21:45:43,user_0111,USD/JPY,sell,0.34,34000.0,30.5,-0.18,417.3,103.4.34.125,0,
TE_024569,2025-01-15 21:50:07,user_0028,NZD/USD,buy,0.45,45000.0,34.7,1.64,297.0,85.214.71.199,0,
TE_006858,2025-01-15 21:54:52,user_0477,USD/CHF,sell,0.06,6000.0,32.5,154.17,115.6,64.18.73.72,1,consistent_profit|single_instrument
TE_000180,2025-01-15 21:55:53,user_0117,AUD/USD,sell,0.28,28000.0,42.2,6.9,806.7,72.34.43.152,0,
TE_024567,2025-01-15 21:59:25,user_0028,NZD/USD,sell,0.54,54000.0,10.7,-31.97,304.6,85.214.71.199,0,
TE_017740,2025-01-16 08:01:06,user_0431,EUR/GBP,buy,0.02,2000.0,31.5,10.08,3.2,103.4.96.205,1,latency_arbitrage|single_instrument
TE_002846,2025-01-16 08:04:40,user_0234,USD/JPY,buy,0.46,46000.0,27.8,0.14,215.3,81.2.113.239,0,
TE_000183,2025-01-16 08:07:01,user_0117,USD/JPY,buy,0.79,79000.0,20.7,-17.42,14.2,72.34.43.152,0,
TE_015659,2025-01-16 08:11:07,user_0104,USD/CAD,sell,0.06,6000.0,64.3,2.73,166.8,81.2.5.173,0,
TE_024520,2025-01-16 08:21:14,user_0287,USD/CAD,buy,0.11,11000.0,9.4,4.18,362.9,81.2.135.196,0,
TE_011802,2025-01-16 08:22:28,user_0404,NZD/USD,sell,0.22,22000.0,60.9,18.59,128.4,210.171.16.44,0,
TE_006504,2025-01-16 08:24:01,user_0248,USD/CAD,sell,0.27,27000.0,58.7,18.27,999.8,64.18.88.140,0,
TE_013000,2025-01-16 08:24:07,user_0382,EUR/GBP,buy,0.62,62000.0,13.9,-76.86,832.3,103.21.82.36,0,
TE_021016,2025-01-16 08:24:29,user_0358,EUR/GBP,sell,0.75,75000.0,33.1,4.56,23.1,81.2.120.48,0,
TE_001748,2025-01-16 08:27:47,user_0421,USD/CAD,sell,0.28,28000.0,31.6,-24.94,105.8,103.4.9.203,0,
TE_026058,2025-01-16 08:28:59,user_0168,USD/CAD,buy,0.64,64000.0,13.1,23.83,548.6,103.4.242.157,0,
TE_011805,2025-01-16 08:34:49,user_0404,NZD/USD,buy,0.37,37000.0,62.7,-8.1,380.7,210.171.16.44,0,
TE_004984,2025-01-16 08:35:15,user_0463,GBP/USD,buy,0.13,13000.0,64.2,-10.12,341.2,210.171.1.141,1,rapid_kyc_withdrawal
TE_008950,2025-01-16 08:39:22,user_0073,AUD/USD,sell,0.27,27000.0,45.1,-2.02,73.1,103.21.206.68,0,
TE_010455,2025-01-16 08:42:09,user_0473,USD/CAD,buy,0.15,15000.0,33.1,8.92,20.6,85.214.112.66,1,unusual_time_login
TE_002594,2025-01-16 08:43:36,user_0182,EUR/GBP,buy,0.03,3000.0,60.2,0.87,107.4,94.56.184.23,0,
TE_021421,2025-01-16 08:46:02,user_0061,EUR/GBP,buy,0.06,6000.0,6.9,-1.49,427.9,64.18.25.166,0,
TE_024169,2025-01-16 08:47:08,user_0387,USD/CHF,sell,0.1,10000.0,50.5,-0.48,19.3,64.18.175.216,0,
TE_022869,2025-01-16 08:50:40,user_0377,NZD/USD,buy,0.64,64000.0,32.3,30.32,71.5,103.21.233.122,0,
TE_005698,2025-01-16 08:53:12,user_0396,EUR/USD,sell,0.03,3000.0,36.1,0.6,34.7,81.2.131.106,0,
TE_005094,2025-01-16 08:55:32,user_0478,AUD/USD,sell,0.37,37000.0,35.3,-1.81,8.2,103.4.139.179,1,single_instrument|volume_spike
TE_008952,2025-01-16 08:57:15,user_0073,USD/JPY,sell,0.2,20000.0,41.7,-4.77,89.5,103.21.206.68,0,
TE_009957,2025-01-16 09:07:25,user_0500,AUD/USD,buy,0.09,9000.0,24.2,-4.65,786.5,64.18.68.37,1,bot_behavior|unusual_time_login
TE_024449,2025-01-16 09:10:35,user_0189,GBP/USD,buy,0.24,24000.0,28.3,9.88,363.3,72.34.141.112,0,
TE_010319,2025-01-16 09:16:32,user_0323,NZD/USD,buy,0.42,42000.0,17.6,3.7,179.9,72.34.60.218,0,
TE_025246,2025-01-16 09:18:27,user_0058,USD/CHF,buy,0.14,14000.0,19.3,0.36,109.8,103.21.118.218,0,
TE_011118,2025-01-16 09:19:57,user_0051,USD/CAD,sell,0.35,35000.0,29.8,-3.15,82.1,81.2.126.178,0,
TE_002076,2025-01-16 09:20:06,user_0349,GBP/USD,buy,0.38,38000.0,26.2,5.76,81.2,103.4.55.151,0,
TE_017737,2025-01-16 09:20:23,user_0431,EUR/GBP,sell,0.08,8000.0,14.4,31.05,2.7,103.4.96.205,1,latency_arbitrage|single_instrument
TE_021780,2025-01-16 09:20:50,user_0205,USD/CHF,buy,0.31,31000.0,23.8,19.13,232.8,72.34.170.254,0,
TE_000411,2025-01-16 09:25:03,user_0451,AUD/USD,buy,0.44,44000.0,60.0,21.75,49.5,64.18.63.76,1,device_mismatch|unusual_time_login
TE_018316,2025-01-16 09:25:11,user_0493,GBP/USD,sell,0.65,65000.0,40.1,28.08,110.8,103.4.169.115,1,single_instrument|unusual_time_login
TE_011965,2025-01-16 09:25:49,user_0474,USD/CHF,sell,0.13,13000.0,20.3,10.11,559.3,72.34.249.95,1,brute_force_login|multi_ip_login
TE_004464,2025-01-16 09:27:36,user_0268,NZD/USD,sell,0.36,36000.0,12.5,3.47,54.7,81.2.172.54,0,
TE_012581,2025-01-16 09:29:45,user_0203,AUD/USD,sell,0.11,11000.0,8.1,-10.42,1556.4,85.214.12.224,0,
TE_009778,2025-01-16 09:29:49,user_0217,EUR/GBP,buy,0.22,22000.0,48.8,-0.29,118.0,94.56.209.213,0,
TE_003481,2025-01-16 09:34:04,user_0018,USD/CAD,buy,0.32,32000.0,38.8,26.51,577.8,72.34.203.49,0,
TE_020229,2025-01-16 09:34:16,user_0457,USD/CAD,buy,0.01,1000.0,52.8,-0.09,123.8,103.4.82.233,1,single_instrument
TE_021547,2025-01-16 09:38:39,user_0496,EUR/USD,sell,0.55,55000.0,29.7,-13.03,778.0,103.21.39.79,1,ip_hub|large_withdrawal_dormant|rapid_kyc_withdrawal
TE_009218,2025-01-16 09:38:41,user_0284,USD/JPY,sell,0.36,36000.0,52.4,-18.9,95.5,94.56.156.15,0,
TE_008039,2025-01-16 09:41:37,user_0375,NZD/USD,sell,0.14,14000.0,9.9,9.57,27.6,103.21.119.214,0,
TE_008951,2025-01-16 09:42:38,user_0073,USD/JPY,buy,0.32,32000.0,60.9,12.9,118.1,103.21.206.68,0,
TE_002979,2025-01-16 09:44:16,user_0162,USD/CHF,sell,0.27,27000.0,46.7,-11.06,213.8,94.56.117.137,0,
TE_024448,2025-01-16 09:44:32,user_0189,USD/CHF,buy,0.52,52000.0,9.7,47.98,5.9,72.34.120.138,0,
TE_003719,2025-01-16 09:45:09,user_0391,EUR/USD,buy,0.37,37000.0,25.3,41.32,217.7,81.2.64.234,0,
TE_015660,2025-01-16 09:45:39,user_0104,GBP/USD,buy,0.07,7000.0,31.8,-1.7,87.2,81.2.5.173,0,
TE_010454,2025-01-16 09:47:26,user_0473,USD/JPY,sell,0.16,16000.0,12.9,7.33,274.4,85.214.112.66,1,unusual_time_login
TE_017088,2025-01-16 09:47:26,user_0369,AUD/USD,buy,0.34,34000.0,8.4,-9.87,121.5,85.214.249.77,0,
TE_008896,2025-01-16 09:50:47,user_0115,USD/JPY,sell,0.32,32000.0,11.2,-0.11,532.0,64.18.214.27,0,
TE_013396,2025-01-16 09:51:13,user_0315,USD/JPY,sell,0.83,83000.0,6.4,-6.21,5.1,64.18.138.204,0,
TE_012485,2025-01-16 09:53:56,user_0348,USD/CHF,buy,0.26,26000.0,42.7,-21.37,140.3,103.4.78.135,0,
TE_012046,2025-01-16 09:58:56,user_0055,USD/CHF,sell,0.32,32000.0,60.0,23.19,523.4,72.34.114.230,0,
TE_024879,2025-01-16 10:01:00,user_0470,USD/JPY,sell,0.11,11000.0,28.4,39.62,1.1,94.56.44.77,1,deposit_withdraw_abuse|latency_arbitrage
TE_020977,2025-01-16 10:03:59,user_0409,EUR/GBP,sell,0.87,87000.0,22.6,59.88,25.9,72.34.106.137,0,
TE_008411,2025-01-16 10:04:19,user_0345,GBP/USD,buy,0.38,38000.0,18.4,22.47,34.7,103.4.128.138,0,
TE_011836,2025-01-16 10:05:27,user_0214,EUR/USD,buy,0.13,13000.0,44.9,4.58,11.4,103.4.74.216,0,
TE_017741,2025-01-16 10:06:29,user_0431,EUR/GBP,sell,0.04,4000.0,23.1,10.31,3.1,103.4.96.205,1,latency_arbitrage|single_instrument
TE_012144,2025-01-16 10:08:38,user_0074,EUR/USD,buy,0.02,2000.0,11.2,-0.3,162.4,103.4.139.133,0,
TE_010888,2025-01-16 10:12:09,user_0023,NZD/USD,buy,0.22,22000.0,20.7,-3.92,24.8,94.56.111.205,0,
TE_019205,2025-01-16 10:14:15,user_0498,EUR/GBP,sell,0.46,46000.0,28.6,31.02,440.2,81.2.174.212,1,deposit_withdraw_abuse|device_switching
TE_017743,2025-01-16 10:16:59,user_0431,EUR/GBP,sell,0.03,3000.0,6.9,58.89,0.8,103.4.96.205,1,latency_arbitrage|single_instrument
TE_002978,2025-01-16 10:17:24,user_0162,USD/CAD,buy,0.24,24000.0,64.2,20.71,1169.0,94.56.117.137,0,
TE_026059,2025-01-16 10:18:42,user_0168,NZD/USD,sell,0.38,38000.0,24.0,-48.26,802.1,103.4.147.46,0,
TE_026218,2025-01-16 10:20:44,user_0164,USD/CAD,sell,0.31,31000.0,54.7,-13.57,186.9,64.18.141.136,0,
TE_025906,2025-01-16 10:20:52,user_0288,AUD/USD,buy,0.06,6000.0,58.0,-1.83,3293.6,210.171.94.129,0,
TE_003380,2025-01-16 10:21:19,user_0334,EUR/USD,sell,0.04,4000.0,17.0,2.87,123.4,85.214.136.254,0,
TE_003920,2025-01-16 10:23:04,user_0395,EUR/GBP,sell,0.18,18000.0,14.2,-3.89,102.6,103.21.29.153,0,
TE_011964,2025-01-16 10:24:31,user_0474,EUR/USD,sell,0.21,21000.0,25.9,-8.7,77.9,103.21.230.112,1,brute_force_login|multi_ip_login
TE_024875,2025-01-16 10:29:25,user_0470,USD/CHF,buy,0.16,16000.0,37.5,38.73,4.1,94.56.44.77,1,deposit_withdraw_abuse|latency_arbitrage
TE_009217,2025-01-16 10:30:29,user_0284,GBP/USD,sell,0.17,17000.0,60.7,13.11,893.0,94.56.156.15,0,
TE_017736,2025-01-16 10:31:24,user_0431,EUR/GBP,sell,0.03,3000.0,40.5,54.48,2.8,103.4.96.205,1,latency_arbitrage|single_instrument
TE_010452,2025-01-16 10:33:33,user_0473,GBP/USD,sell,0.32,32000.0,26.4,-29.13,212.7,85.214.223.191,1,unusual_time_login
